index,equity,drawdown,Timestamp
1,100000.0,0.0,2025-08-10 15:34:06
2,100000.0,0.0,2025-08-10 15:34:06
3,100000.0,0.0,2025-08-10 15:34:06
4,100000.0,0.0,2025-08-10 15:34:06
5,100000.0,0.0,2025-08-10 15:34:06
6,100000.0,0.0,2025-08-10 15:34:06
7,100000.0,0.0,2025-08-10 15:34:06
8,100000.0,0.0,2025-08-10 15:34:06
9,100000.0,0.0,2025-08-10 15:34:06
10,100000.0,0.0,2025-08-10 15:34:06
11,100000.0,0.0,2025-08-10 15:34:06
12,100000.0,0.0,2025-08-10 15:34:06
13,100000.0,0.0,2025-08-10 15:34:06
14,100000.0,0.0,2025-08-10 15:34:06
15,100000.0,0.0,2025-08-10 15:34:06
16,100000.0,0.0,2025-08-10 15:34:06
17,100000.0,0.0,2025-08-10 15:34:06
18,100000.0,0.0,2025-08-10 15:34:06
19,100000.0,0.0,2025-08-10 15:34:06
20,100000.0,0.0,2025-08-10 15:34:06
21,100000.0,0.0,2025-08-10 15:34:06
22,100000.0,0.0,2025-08-10 15:34:06
23,100000.0,0.0,2025-08-10 15:34:06
24,100000.0,0.0,2025-08-10 15:34:06
25,100000.0,0.0,2025-08-10 15:34:06
26,100000.0,0.0,2025-08-10 15:34:06
27,100000.0,0.0,2025-08-10 15:34:06
28,100000.0,0.0,2025-08-10 15:34:06
29,100000.0,0.0,2025-08-10 15:34:06
30,100000.0,0.0,2025-08-10 15:34:06
31,100000.0,0.0,2025-08-10 15:34:06
32,100000.0,0.0,2025-08-10 15:34:06
33,100000.0,0.0,2025-08-10 15:34:06
34,100000.0,0.0,2025-08-10 15:34:06
35,100000.0,0.0,2025-08-10 15:34:06
36,100000.0,0.0,2025-08-10 15:34:06
37,100000.0,0.0,2025-08-10 15:34:06
38,100000.0,0.0,2025-08-10 15:34:06
39,100000.0,0.0,2025-08-10 15:34:06
40,100000.0,0.0,2025-08-10 15:34:06
41,100000.0,0.0,2025-08-10 15:34:06
42,100000.0,0.0,2025-08-10 15:34:06
43,100000.0,0.0,2025-08-10 15:34:06
44,100000.0,0.0,2025-08-10 15:34:06
45,100000.0,0.0,2025-08-10 15:34:06
46,100000.0,0.0,2025-08-10 15:34:06
47,100000.0,0.0,2025-08-10 15:34:06
48,100000.0,0.0,2025-08-10 15:34:06
49,100000.0,0.0,2025-08-10 15:34:06
50,100000.0,0.0,2025-08-10 15:34:06
51,100000.0,0.0,2025-08-10 15:34:06
52,100000.0,0.0,2025-08-10 15:34:06
53,100000.0,0.0,2025-08-10 15:34:06
54,100000.0,0.0,2025-08-10 15:34:06
55,100000.0,0.0,2025-08-10 15:34:06
56,100000.0,0.0,2025-08-10 15:34:06
57,100000.0,0.0,2025-08-10 15:34:06
58,100000.0,0.0,2025-08-10 15:34:06
59,100000.0,0.0,2025-08-10 15:34:06
60,100000.0,0.0,2025-08-10 15:34:06
61,100000.0,0.0,2025-08-10 15:34:06
62,100000.0,0.0,2025-08-10 15:34:06
63,100000.0,0.0,2025-08-10 15:34:06
64,100000.0,0.0,2025-08-10 15:34:06
65,100000.0,0.0,2025-08-10 15:34:06
66,100000.0,0.0,2025-08-10 15:34:06
67,100000.0,0.0,2025-08-10 15:34:06
68,100000.0,0.0,2025-08-10 15:34:06
69,100000.0,0.0,2025-08-10 15:34:06
70,100000.0,0.0,2025-08-10 15:34:06
71,100000.0,0.0,2025-08-10 15:34:06
72,100000.0,0.0,2025-08-10 15:34:06
73,100000.0,0.0,2025-08-10 15:34:06
74,100000.0,0.0,2025-08-10 15:34:06
75,100000.0,0.0,2025-08-10 15:34:06
76,100000.0,0.0,2025-08-10 15:34:06
77,100000.0,0.0,2025-08-10 15:34:06
78,100000.0,0.0,2025-08-10 15:34:06
79,100000.0,0.0,2025-08-10 15:34:06
80,100000.0,0.0,2025-08-10 15:34:06
81,100000.0,0.0,2025-08-10 15:34:06
82,100000.0,0.0,2025-08-10 15:34:06
83,100000.0,0.0,2025-08-10 15:34:06
84,100000.0,0.0,2025-08-10 15:34:06
85,100000.0,0.0,2025-08-10 15:34:06
86,100000.0,0.0,2025-08-10 15:34:06
87,100000.0,0.0,2025-08-10 15:34:06
88,100000.0,0.0,2025-08-10 15:34:06
89,100000.0,0.0,2025-08-10 15:34:06
90,100000.0,0.0,2025-08-10 15:34:06
91,100000.0,0.0,2025-08-10 15:34:06
92,100000.0,0.0,2025-08-10 15:34:06
93,100000.0,0.0,2025-08-10 15:34:06
94,100000.0,0.0,2025-08-10 15:34:06
95,100000.0,0.0,2025-08-10 15:34:06
96,100000.0,0.0,2025-08-10 15:34:06
97,100000.0,0.0,2025-08-10 15:34:06
98,100000.0,0.0,2025-08-10 15:34:06
99,100000.0,0.0,2025-08-10 15:34:06
100,100000.0,0.0,2025-08-10 15:34:06
101,100000.0,0.0,2025-08-10 15:34:06
102,100000.0,0.0,2025-08-10 15:34:06
103,100000.0,0.0,2025-08-10 15:34:06
104,100000.0,0.0,2025-08-10 15:34:06
105,100000.0,0.0,2025-08-10 15:34:06
106,100000.0,0.0,2025-08-10 15:34:06
107,100000.0,0.0,2025-08-10 15:34:06
108,100000.0,0.0,2025-08-10 15:34:06
109,100000.0,0.0,2025-08-10 15:34:06
110,100000.0,0.0,2025-08-10 15:34:06
111,100000.0,0.0,2025-08-10 15:34:06
112,100000.0,0.0,2025-08-10 15:34:06
113,100000.0,0.0,2025-08-10 15:34:06
