index,equity,drawdown,Timestamp
1,100000.0,0.0,2025-08-10 15:34:05
2,100000.0,0.0,2025-08-10 15:34:05
3,100000.0,0.0,2025-08-10 15:34:05
4,100000.0,0.0,2025-08-10 15:34:05
5,100000.0,0.0,2025-08-10 15:34:05
6,100000.0,0.0,2025-08-10 15:34:05
7,100000.0,0.0,2025-08-10 15:34:05
8,100000.0,0.0,2025-08-10 15:34:05
9,100000.0,0.0,2025-08-10 15:34:05
10,100000.0,0.0,2025-08-10 15:34:05
11,100000.0,0.0,2025-08-10 15:34:05
12,100000.0,0.0,2025-08-10 15:34:05
13,100000.0,0.0,2025-08-10 15:34:05
14,100000.0,0.0,2025-08-10 15:34:05
15,100000.0,0.0,2025-08-10 15:34:05
16,100000.0,0.0,2025-08-10 15:34:05
17,100000.0,0.0,2025-08-10 15:34:05
18,100000.0,0.0,2025-08-10 15:34:05
19,100000.0,0.0,2025-08-10 15:34:05
20,100000.0,0.0,2025-08-10 15:34:05
21,100000.0,0.0,2025-08-10 15:34:05
22,100000.0,0.0,2025-08-10 15:34:05
23,100000.0,0.0,2025-08-10 15:34:05
24,100000.0,0.0,2025-08-10 15:34:05
25,100000.0,0.0,2025-08-10 15:34:05
26,100000.0,0.0,2025-08-10 15:34:05
27,100000.0,0.0,2025-08-10 15:34:05
28,100000.0,0.0,2025-08-10 15:34:05
29,100000.0,0.0,2025-08-10 15:34:05
30,100000.0,0.0,2025-08-10 15:34:05
31,100000.0,0.0,2025-08-10 15:34:05
32,100000.0,0.0,2025-08-10 15:34:05
33,100000.0,0.0,2025-08-10 15:34:05
34,100000.0,0.0,2025-08-10 15:34:05
35,100000.0,0.0,2025-08-10 15:34:05
36,100000.0,0.0,2025-08-10 15:34:05
37,100000.0,0.0,2025-08-10 15:34:05
38,100000.0,0.0,2025-08-10 15:34:05
39,100000.0,0.0,2025-08-10 15:34:05
40,100000.0,0.0,2025-08-10 15:34:05
41,100000.0,0.0,2025-08-10 15:34:05
42,100000.0,0.0,2025-08-10 15:34:05
43,100000.0,0.0,2025-08-10 15:34:05
44,100000.0,0.0,2025-08-10 15:34:05
45,100000.0,0.0,2025-08-10 15:34:05
46,100000.0,0.0,2025-08-10 15:34:05
47,100000.0,0.0,2025-08-10 15:34:05
48,100000.0,0.0,2025-08-10 15:34:05
49,100000.0,0.0,2025-08-10 15:34:05
50,100000.0,0.0,2025-08-10 15:34:05
51,100000.0,0.0,2025-08-10 15:34:05
52,100000.0,0.0,2025-08-10 15:34:05
53,100000.0,0.0,2025-08-10 15:34:05
54,100000.0,0.0,2025-08-10 15:34:05
55,100000.0,0.0,2025-08-10 15:34:05
56,100000.0,0.0,2025-08-10 15:34:05
57,100000.0,0.0,2025-08-10 15:34:05
58,100000.0,0.0,2025-08-10 15:34:05
59,100000.0,0.0,2025-08-10 15:34:05
60,100000.0,0.0,2025-08-10 15:34:05
61,100000.0,0.0,2025-08-10 15:34:05
62,100000.0,0.0,2025-08-10 15:34:05
63,100000.0,0.0,2025-08-10 15:34:05
64,100000.0,0.0,2025-08-10 15:34:05
65,100000.0,0.0,2025-08-10 15:34:05
66,100000.0,0.0,2025-08-10 15:34:05
67,100000.0,0.0,2025-08-10 15:34:05
68,100000.0,0.0,2025-08-10 15:34:05
69,100000.0,0.0,2025-08-10 15:34:05
70,100000.0,0.0,2025-08-10 15:34:05
71,100000.0,0.0,2025-08-10 15:34:05
72,100000.0,0.0,2025-08-10 15:34:05
73,100000.0,0.0,2025-08-10 15:34:05
74,100000.0,0.0,2025-08-10 15:34:05
75,100000.0,0.0,2025-08-10 15:34:05
76,100000.0,0.0,2025-08-10 15:34:05
77,100000.0,0.0,2025-08-10 15:34:05
78,100000.0,0.0,2025-08-10 15:34:05
79,100000.0,0.0,2025-08-10 15:34:05
80,100000.0,0.0,2025-08-10 15:34:05
81,100000.0,0.0,2025-08-10 15:34:05
82,100000.0,0.0,2025-08-10 15:34:05
83,100000.0,0.0,2025-08-10 15:34:05
84,100000.0,0.0,2025-08-10 15:34:05
85,100000.0,0.0,2025-08-10 15:34:05
86,100000.0,0.0,2025-08-10 15:34:05
87,100000.0,0.0,2025-08-10 15:34:05
88,100000.0,0.0,2025-08-10 15:34:05
89,100000.0,0.0,2025-08-10 15:34:05
90,100000.0,0.0,2025-08-10 15:34:05
91,100000.0,0.0,2025-08-10 15:34:05
92,100000.0,0.0,2025-08-10 15:34:05
93,100000.0,0.0,2025-08-10 15:34:05
94,100000.0,0.0,2025-08-10 15:34:05
95,100000.0,0.0,2025-08-10 15:34:05
96,100000.0,0.0,2025-08-10 15:34:05
97,100000.0,0.0,2025-08-10 15:34:05
98,100000.0,0.0,2025-08-10 15:34:05
99,100000.0,0.0,2025-08-10 15:34:05
100,100000.0,0.0,2025-08-10 15:34:05
101,100000.0,0.0,2025-08-10 15:34:05
102,100000.0,0.0,2025-08-10 15:34:05
103,100000.0,0.0,2025-08-10 15:34:05
104,100000.0,0.0,2025-08-10 15:34:05
105,100000.0,0.0,2025-08-10 15:34:05
106,100000.0,0.0,2025-08-10 15:34:05
107,100000.0,0.0,2025-08-10 15:34:05
108,100000.0,0.0,2025-08-10 15:34:05
109,100000.0,0.0,2025-08-10 15:34:05
110,100000.0,0.0,2025-08-10 15:34:05
111,100000.0,0.0,2025-08-10 15:34:05
112,100000.0,0.0,2025-08-10 15:34:05
113,100000.0,0.0,2025-08-10 15:34:05
114,100000.0,0.0,2025-08-10 15:34:05
115,100000.0,0.0,2025-08-10 15:34:05
116,100000.0,0.0,2025-08-10 15:34:05
117,100000.0,0.0,2025-08-10 15:34:05
118,100000.0,0.0,2025-08-10 15:34:05
119,100000.0,0.0,2025-08-10 15:34:05
120,100000.0,0.0,2025-08-10 15:34:05
121,100000.0,0.0,2025-08-10 15:34:05
122,100000.0,0.0,2025-08-10 15:34:05
123,100000.0,0.0,2025-08-10 15:34:05
124,100000.0,0.0,2025-08-10 15:34:05
125,100000.0,0.0,2025-08-10 15:34:05
126,100000.0,0.0,2025-08-10 15:34:05
127,100000.0,0.0,2025-08-10 15:34:05
128,100000.0,0.0,2025-08-10 15:34:05
129,100000.0,0.0,2025-08-10 15:34:05
130,100000.0,0.0,2025-08-10 15:34:05
131,100000.0,0.0,2025-08-10 15:34:05
132,100000.0,0.0,2025-08-10 15:34:05
133,100000.0,0.0,2025-08-10 15:34:05
134,100000.0,0.0,2025-08-10 15:34:05
135,100000.0,0.0,2025-08-10 15:34:05
136,100000.0,0.0,2025-08-10 15:34:05
137,100000.0,0.0,2025-08-10 15:34:05
138,100000.0,0.0,2025-08-10 15:34:05
139,100000.0,0.0,2025-08-10 15:34:05
140,100000.0,0.0,2025-08-10 15:34:05
141,100000.0,0.0,2025-08-10 15:34:05
142,100000.0,0.0,2025-08-10 15:34:05
143,100000.0,0.0,2025-08-10 15:34:05
144,100000.0,0.0,2025-08-10 15:34:05
145,100000.0,0.0,2025-08-10 15:34:05
146,100000.0,0.0,2025-08-10 15:34:05
147,100000.0,0.0,2025-08-10 15:34:05
148,100000.0,0.0,2025-08-10 15:34:05
149,100000.0,0.0,2025-08-10 15:34:05
150,100000.0,0.0,2025-08-10 15:34:05
151,100000.0,0.0,2025-08-10 15:34:05
152,100000.0,0.0,2025-08-10 15:34:05
153,100000.0,0.0,2025-08-10 15:34:05
154,100000.0,0.0,2025-08-10 15:34:05
155,100000.0,0.0,2025-08-10 15:34:05
156,100000.0,0.0,2025-08-10 15:34:05
157,100000.0,0.0,2025-08-10 15:34:05
158,100000.0,0.0,2025-08-10 15:34:05
159,100000.0,0.0,2025-08-10 15:34:05
160,100000.0,0.0,2025-08-10 15:34:05
161,100000.0,0.0,2025-08-10 15:34:05
162,100000.0,0.0,2025-08-10 15:34:05
163,100000.0,0.0,2025-08-10 15:34:05
164,100000.0,0.0,2025-08-10 15:34:05
165,100000.0,0.0,2025-08-10 15:34:05
166,100000.0,0.0,2025-08-10 15:34:05
167,100000.0,0.0,2025-08-10 15:34:05
168,100000.0,0.0,2025-08-10 15:34:05
169,100000.0,0.0,2025-08-10 15:34:05
170,100000.0,0.0,2025-08-10 15:34:05
171,100000.0,0.0,2025-08-10 15:34:05
172,100000.0,0.0,2025-08-10 15:34:05
173,100000.0,0.0,2025-08-10 15:34:05
174,100000.0,0.0,2025-08-10 15:34:05
175,100000.0,0.0,2025-08-10 15:34:05
176,100000.0,0.0,2025-08-10 15:34:05
177,100000.0,0.0,2025-08-10 15:34:05
178,100000.0,0.0,2025-08-10 15:34:05
179,100000.0,0.0,2025-08-10 15:34:05
180,100000.0,0.0,2025-08-10 15:34:05
181,100000.0,0.0,2025-08-10 15:34:05
182,100000.0,0.0,2025-08-10 15:34:05
